ação,empresa,p,data_p,data_dem_financ_,consolidação,rotanc,roinvc,rpl,roa,margem_líquida,margem_bruta,margem_ebit,giro_ativo,alav_financ_,passivo_pl,p_lucro,p_vpa,p_rec_líq_,p_fco,p_fcf,p_ebit,p_ncav,p_ativo_total,p_cap_giro,ev_ebit,ev_ebitda,ev_rec_líq_,ev_fco,ev_fcf,ev_ativo_total,div_yield,volume_financ_(r$),market_cap(r$),#_ações_total,#_ações_ord_,#_ações_pref_
CEGR3,CEG,85.00,23/06/2023,31/03/2023,Individual,77.72,25.20,26.41,7.66,4.55,23.37,13.71,1.68,3.51,2.51,77.08,17.98,3.51,31.93,0,25.59,-6.72,5.12,-108.62,26.97,23.14,3.70,0,33.65,5.40,1.24,131,22069207220,259637732,259637732,0
CLSC3,CELESC,54.64,23/06/2023,31/03/2023,Consolidado,12.47,13.55,17.52,3.86,4.98,13.93,7.64,0.78,3.85,2.85,4.23,0.69,0.21,3.81,-4.11,2.75,-0.24,0.18,-12.58,4.86,3.55,0.37,-7.26,6.73,0.32,9.18,26085,2182907097,38571591,15527137,23044454
CLSC4,CELESC,57.91,23/06/2023,31/03/2023,Consolidado,12.47,13.55,17.52,3.86,4.98,13.93,7.64,0.78,3.85,2.85,4.48,0.73,0.22,4.04,-4.36,2.92,-0.25,0.19,-13.34,4.86,3.55,0.37,-7.26,6.73,0.32,9.52,354792,2182907097,38571591,15527137,23044454
GPAR3,CELGPAR,41.92,23/03/2023,31/03/2023,Individual,0.58,0.59,8.19,3.78,848.45,18.08,92.39,0.00,1.04,0.04,35.85,4.61,304.17,77.02,-550.42,329.21,15.64,4.42,13.59,329.37,295.43,304.32,-550.69,77.05,4.42,54.22,0,3266759869,77928432,77928432,0
MAPT3,CEMEPE,30.05,19/06/2023,31/03/2023,Individual,-16.91,2.06,3.12,-24.19,0,0,0,0.00,-0.13,-1.13,-147.66,-4.47,0,-160.54,0,-147.66,-3.95,35.72,-587.51,-89.97,-89.97,0,0,-97.81,21.76,0.00,139,16823854,918895,454455,464440
MAPT4,CEMEPE,6.82,31/03/2023,31/03/2023,Individual,-16.91,2.06,3.12,-24.19,0,0,0,0.00,-0.13,-1.13,-33.51,-1.02,0,-36.44,0,-33.51,-0.90,8.11,-133.34,-89.97,-89.97,0,0,-97.81,21.76,0.00,21,16823854,918895,454455,464440
CMIG3,CEMIG,18.90,23/06/2023,31/03/2023,Consolidado,13.88,13.41,19.52,7.90,11.44,19.85,16.77,0.69,2.37,1.37,10.31,1.83,1.18,6.31,6.56,7.04,-1.43,0.77,19.66,7.02,5.83,1.18,6.55,6.30,0.77,5.80,5938633,32827422850,2201370688,735847624,1465523064
CMIG4,CEMIG,12.91,23/06/2023,31/03/2023,Consolidado,13.88,13.41,19.52,7.90,11.44,19.85,16.77,0.69,2.37,1.37,7.04,1.25,0.81,4.31,4.48,4.81,-0.97,0.53,13.43,7.02,5.83,1.18,6.55,6.30,0.77,8.49,130149991,32827422850,2201370688,735847624,1465523064
CIEL3,CIELO,4.63,23/06/2023,31/03/2023,Consolidado,11.21,13.73,16.11,1.68,15.88,44.49,28.55,0.11,8.93,7.93,7.54,1.12,1.20,5.74,8.24,4.20,-0.17,0.13,0.94,5.56,4.22,1.59,10.91,7.61,0.17,6.48,165871389,12578853732,2716815061,2716815061,0
CMSA3,CIMS,0,0,31/03/2023,Individual,-3528.30,-3528.30,-166.18,-165.72,0,0,0,0.00,1.02,0.02,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.15,0.15,0,0,0.15,-0.94,0,0,0,68930399,22976853,45953546
CMSA4,CIMS,0,0,31/03/2023,Individual,-3528.30,-3528.30,-166.18,-165.72,0,0,0,0.00,1.02,0.02,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.15,0.15,0,0,0.15,-0.94,0,0,0,68930399,22976853,45953546
CLSA3,CLEARSALE,7.51,23/06/2023,31/03/2023,Consolidado,-74.55,-19.08,-2.06,-1.58,-2.88,37.66,-10.46,0.55,1.23,0.23,-92.66,1.93,2.67,-60.27,-46.56,-25.52,4.48,1.57,2.91,-18.03,-49.89,1.89,-32.90,-42.60,1.11,0.00,2274705,1411324711,187926060,187926060,0
CEEB3,COELBA,38.62,23/06/2023,31/03/2023,Individual,12.70,13.07,24.69,6.46,11.28,30.16,23.89,0.57,4.17,3.17,6.25,1.59,0.70,3.69,3.69,2.95,-0.48,0.38,-11.74,6.51,5.27,1.56,8.15,8.15,0.84,12.90,7287,9750018024,262096087,151997609,110098478
CEEB5,COELBA,35.24,15/05/2023,31/03/2023,Individual,12.70,13.07,24.69,6.46,11.28,30.16,23.89,0.57,4.17,3.17,5.70,1.45,0.64,3.37,3.37,2.69,-0.44,0.35,-10.71,6.51,5.27,1.56,8.15,8.15,0.84,29.68,216,9750018024,262096087,151997609,110098478
COCE3,COELCE,48.62,06/06/2023,31/03/2023,Individual,11.92,11.12,16.98,5.18,6.94,17.17,14.42,0.75,3.12,2.12,6.22,0.94,0.43,3.63,-3.92,3.00,-0.40,0.30,-3.62,7.07,5.22,1.02,-9.26,8.58,0.71,4.25,473,4044772560,77855299,48067937,29787362
COCE5,COELCE,57.33,23/06/2023,31/03/2023,Individual,11.92,11.12,16.98,5.18,6.94,17.17,14.42,0.75,3.12,2.12,7.33,1.11,0.51,4.28,-4.62,3.53,-0.47,0.36,-4.26,7.07,5.22,1.02,-9.26,8.58,0.71,7.21,1815340,4044772560,77855299,48067937,29787362
COGN3,COG0 ON,3.21,23/06/2023,31/03/2023,Consolidado,2.79,1.26,-3.63,-1.62,-8.80,63.38,7.69,0.18,2.11,1.11,-13.05,0.49,1.15,41.74,290.25,14.94,-0.50,0.23,4.01,32.92,12.39,2.53,639.67,91.98,0.51,0.00,74067445,6023905934,1876606210,1876606210,0
COMR3,COMERC PAR,0,0,31/03/2023,Consolidado,9.17,12.46,-2.46,-1.02,-1.84,17.39,11.14,0.56,4.68,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,363029262,363029262,0
CGAS3,COMGAS,128.00,15/06/2023,31/03/2023,Individual,89.98,27.71,62.81,4.26,3.10,20.22,16.12,1.37,-73.15,-74.15,30.87,-95.59,0.96,4.33,0,5.94,-1.24,1.31,-30.85,7.87,6.67,1.27,0,5.74,1.73,9.31,16906,17019950774,132520587,103862768,28657819
CGAS5,COMGAS,130.00,23/06/2023,31/03/2023,Individual,89.98,27.71,62.81,4.26,3.10,20.22,16.12,1.37,-73.15,-74.15,31.35,-97.08,0.97,4.40,0,6.03,-1.26,1.33,-31.33,7.87,6.67,1.27,0,5.74,1.73,10.08,74550,17019950774,132520587,103862768,28657819
PASS5,COMPASS,0,0,31/03/2023,Consolidado,44.24,16.05,8.18,2.38,2.67,18.43,14.21,0.89,4.46,3.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,1.99,0.36,2.62,1.59,0.29,0,0,2601939037,714190095,628487690,85702405
CRTE3B,CONC RIO TER,0,0,31/03/2023,Individual,84.52,38.01,-6.29,-4.78,-7.20,36.74,21.66,0.66,1.52,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,86466,48786,37680
CALI3,CONST A LIND,13.50,23/06/2023,31/03/2023,Consolidado,8.71,12.76,162.80,5.79,7.57,23.09,13.05,0.76,7.59,6.59,4.00,1.81,0.30,1.02,1.03,2.32,-0.35,0.24,1.22,5.00,4.92,0.65,2.21,2.19,0.51,3.31,2252,50233109,3720971,3720971,0
CSMG3,COPASA,20.57,23/06/2023,31/03/2023,Consolidado,19.17,9.97,14.70,8.23,15.65,39.84,22.89,0.53,1.82,0.82,7.72,1.05,1.21,5.35,5.66,5.28,-1.43,0.58,12.81,7.29,4.88,1.67,7.83,7.39,0.80,5.59,35436338,7821805629,380253069,380253069,0
CPLE3,COPEL,7.93,23/06/2023,31/03/2023,Consolidado,6.12,6.43,4.77,2.14,4.91,22.95,13.53,0.43,2.47,1.47,20.20,1.01,0.99,6.66,7.59,7.33,-0.75,0.41,8.35,11.40,7.86,1.54,11.81,10.36,0.64,4.21,9674717,21936416098,2736553750,1054090460,1682463290
CPLE6,COPEL,8.07,23/06/2023,31/03/2023,Consolidado,6.12,6.43,4.77,2.14,4.91,22.95,13.53,0.43,2.47,1.47,20.56,1.03,1.01,6.78,7.72,7.46,-0.76,0.42,8.49,11.40,7.86,1.54,11.81,10.36,0.64,10.12,104410004,21936416098,2736553750,1054090460,1682463290
CPLE11,COPEL,40.06,23/06/2023,31/03/2023,Consolidado,6.12,6.43,4.77,2.14,4.91,22.95,13.53,0.43,2.47,1.47,20.41,1.02,1.00,6.73,7.67,7.41,-0.76,0.41,8.43,11.40,7.86,1.54,11.81,10.36,0.64,4.50,8009638,21936416098,2736553750,1054090460,1682463290
CORR3,COR RIBEIRO,12.00,15/06/2005,31/03/2023,Consolidado,29.41,-1876.29,-3847.55,37.83,2192.46,100.00,2501.40,0.02,3.11,2.11,0.04,0.05,0.78,-0.27,0,0.03,-0.11,0.01,0.03,0.12,0.12,2.95,0,-1.02,0.06,0.00,0,1351496,23153,7815,15338
CORR4,COR RIBEIRO,82.00,11/02/2021,31/03/2023,Consolidado,29.41,-1876.29,-3847.55,37.83,2192.46,100.00,2501.40,0.02,3.11,2.11,0.24,0.31,5.30,-1.83,0,0.21,-0.78,0.10,0.18,0.12,0.12,2.95,0,-1.02,0.06,0.00,0,1351496,23153,7815,15338
CSAN3,COSAN,18.04,23/06/2023,31/03/2023,Consolidado,11.94,13.88,-1.52,-0.25,-0.57,23.56,23.80,0.43,6.73,5.73,-141.88,1.72,0.82,3.22,6.12,3.43,-0.32,0.26,4.85,7.95,6.08,1.89,14.20,7.48,0.59,2.38,163788397,33808239613,1874070932,1874070932,0
CSRN3,COSERN,22.60,23/06/2023,31/03/2023,Individual,17.68,18.46,36.77,11.16,16.42,31.85,26.54,0.68,3.53,2.53,6.34,2.46,1.04,3.84,3.84,3.92,-0.94,0.70,-30.88,6.30,5.41,1.67,6.17,6.17,1.12,13.26,9344,3928021027,168074028,129746219,38327809
CSRN5,COSERN,25.98,16/06/2023,31/03/2023,Individual,17.68,18.46,36.77,11.16,16.42,31.85,26.54,0.68,3.53,2.53,7.29,2.83,1.20,4.42,4.42,4.51,-1.09,0.80,-35.50,6.30,5.41,1.67,6.17,6.17,1.12,25.37,1828,3928021027,168074028,129746219,38327809
CTNM3,COTEMI0S,9.85,23/06/2023,30/09/2022,Consolidado,-1.99,-3.18,-37.98,-7.03,-17.19,22.43,-5.68,0.41,7.46,6.46,-0.99,0.60,0.17,1.38,1.21,-2.98,-0.09,0.08,-12.74,-12.86,156.02,0.73,5.23,5.97,0.35,0.00,63111,193901514,30636457,13912800,16723657
CTNM4,COTEMI0S,3.40,23/06/2023,30/09/2022,Consolidado,-1.99,-3.18,-37.98,-7.03,-17.19,22.43,-5.68,0.41,7.46,6.46,-0.34,0.21,0.06,0.48,0.42,-1.03,-0.03,0.03,-4.40,-12.86,156.02,0.73,5.23,5.97,0.35,0.00,466135,193901514,30636457,13912800,16723657
CPFE3,CPFL ENERGIA,33.70,23/06/2023,31/03/2023,Consolidado,15.96,20.71,34.42,8.37,14.01,31.97,27.69,0.60,4.06,3.06,6.95,2.18,0.97,3.89,4.05,3.51,-0.74,0.54,20.42,5.36,4.62,1.48,6.19,5.94,0.82,6.24,69919697,38830974628,1152254440,1152254440,0
FIEI3,FICA,15.50,23/06/2023,31/03/2023,Consolidado,-5.65,-5.98,-7.22,-6.16,-174.63,16.11,-216.30,0.04,1.18,0.18,-5.31,0.41,9.27,-6.81,0.34,-4.29,-6.57,0.35,3.43,-4.26,-4.29,9.22,0.34,-6.77,0.35,0.00,87,37543372,2422153,2422153,0
CRPG3,CRISTAL,40.00,20/06/2023,31/03/2023,Individual,5.13,5.86,11.28,8.74,12.85,11.83,8.73,0.68,1.32,0.32,11.73,1.39,1.51,15.50,24.58,17.27,4.81,1.05,2.27,16.35,12.06,1.43,23.27,14.67,0.99,13.14,886,1096247486,29018747,10158398,18860349
CRPG5,CRISTAL,36.58,23/06/2023,31/03/2023,Individual,5.13,5.86,11.28,8.74,12.85,11.83,8.73,0.68,1.32,0.32,10.73,1.27,1.38,14.17,22.48,15.80,4.40,0.96,2.07,16.35,12.06,1.43,23.27,14.67,0.99,28.73,207045,1096247486,29018747,10158398,18860349
CSED3,CRUZEIRO EDU,3.98,23/06/2023,31/03/2023,Consolidado,13.40,14.42,1.04,0.31,0.73,46.03,15.87,0.43,3.40,2.40,98.04,1.07,0.71,2.71,3.21,4.50,-0.49,0.32,4.87,4.99,2.86,0.79,3.56,3.01,0.35,1.73,1236303,1460854033,367048752,367048752,0
CMIN3,CSNMINERACAO,4.35,23/06/2023,31/03/2023,Consolidado,23.66,19.90,18.50,11.34,19.63,44.53,27.57,0.58,2.32,1.32,8.75,1.97,1.72,4.20,5.26,6.23,-3.09,0.85,2.88,6.04,4.78,1.67,5.10,4.07,0.82,20.93,38512371,23861223945,5485338838,5485338838,0
CSUD3,CSU DIGITAL,13.74,23/06/2023,31/03/2023,Individual,54.78,18.92,22.11,13.47,14.55,38.38,20.14,0.93,1.55,0.55,7.33,1.45,1.07,4.29,4.39,5.30,-3.08,0.93,18.33,5.42,3.45,1.09,4.49,4.39,0.96,5.93,881847,574332000,41800000,41800000,0
CTCA3,CTC SA,0,0,31/03/2023,Consolidado,20.00,9.65,11.56,9.84,24.91,57.69,25.23,0.39,1.14,0.14,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,320748000,320748000,0
CURY3,CURY S/A,15.33,23/06/2023,31/03/2023,Consolidado,24.78,45.33,55.60,12.28,14.98,37.20,19.37,0.82,3.24,2.24,12.42,5.30,1.86,13.18,14.40,9.61,-8.54,1.64,3.28,9.62,9.57,1.86,14.41,13.19,1.64,1.76,24325407,4474445099,291875088,291875088,0
CVCB3,CVC BRASIL,3.79,23/06/2023,31/03/2023,Consolidado,21.14,-8.75,-194.67,-8.82,-32.23,100.00,-4.74,0.27,19.62,18.62,-2.66,5.52,0.86,-6.29,-6.01,-18.11,-0.22,0.28,-0.81,-37.62,14.73,1.78,-12.47,-13.07,0.58,0.00,81235664,1682433965,443913975,443913975,0
CYRE3,CYRELA REALT,19.70,23/06/2023,31/03/2023,Consolidado,4.90,6.09,12.75,5.70,14.84,31.93,16.53,0.38,2.26,1.26,9.71,1.09,1.44,-25.51,-17.96,8.72,-2.11,0.48,1.47,13.63,12.84,2.25,-28.07,-39.87,0.75,2.60,92536485,7874933140,399742799,399742799,0
DMVF3,D1000VFARMA,4.68,23/06/2023,31/03/2023,Consolidado,6.20,3.52,2.04,1.18,1.08,31.95,2.74,1.08,1.74,0.74,13.99,0.28,0.15,1.78,2.47,5.54,-0.42,0.16,3.56,4.84,1.47,0.13,2.15,1.55,0.14,0.00,157631,236821301,50602842,50602842,0
DASA3,DASA,11.22,23/06/2023,31/03/2023,Consolidado,7.43,4.31,-7.79,-2.41,-4.36,28.72,7.65,0.55,3.88,2.88,-10.57,0.92,0.46,5.44,14.24,6.03,-0.31,0.24,-7.04,18.27,8.66,1.40,43.13,16.50,0.72,0.86,6714624,8446414250,752799844,752799844,0
DESK3,DESKTOP,10.86,23/06/2023,31/03/2023,Consolidado,13.56,10.59,6.58,2.45,7.56,60.28,32.60,0.32,2.41,1.41,21.33,1.04,1.61,-39.77,-3.78,4.95,-0.74,0.43,-2553.39,7.81,5.31,2.55,-5.98,-62.82,0.68,0.18,1176369,1251540859,115243173,115243173,0
DXCO3,DEXCO,8.92,23/06/2023,31/03/2023,Consolidado,10.08,10.82,12.35,4.80,8.43,34.61,17.59,0.57,2.63,1.63,10.98,1.26,0.93,10.29,-441.44,5.26,-0.95,0.48,4.13,8.02,4.89,1.41,-672.94,15.68,0.73,3.46,33113730,7319450914,820566246,820566246,0
DEXP3,DEXXOS PAR,9.50,23/06/2023,31/03/2023,Consolidado,18.50,25.39,27.66,9.77,7.03,18.95,13.35,1.39,2.24,1.24,6.50,1.45,0.46,3.94,4.80,3.43,-4.73,0.65,1.56,3.54,3.21,0.47,4.96,4.08,0.67,2.83,901375,890242680,94013535,88241730,5771805
DEXP4,DEXXOS PAR,9.00,23/06/2023,31/03/2023,Consolidado,18.50,25.39,27.66,9.77,7.03,18.95,13.35,1.39,2.24,1.24,6.16,1.37,0.43,3.73,4.55,3.24,-4.48,0.61,1.48,3.54,3.21,0.47,4.96,4.08,0.67,3.04,82260,890242680,94013535,88241730,5771805
PNVL3,DIMED,12.52,23/06/2023,31/03/2023,Consolidado,5.76,5.63,7.87,3.38,2.04,31.12,3.62,1.66,2.50,1.50,22.43,1.67,0.46,8.27,18.76,12.64,-1.66,0.67,3.38,19.71,8.71,0.71,29.27,12.90,1.04,1.77,4632320,1882726062,150377481,150377481,0
DIRR3,DIRECIO0L,18.59,23/06/2023,31/03/2023,Consolidado,5.71,13.86,16.72,3.82,9.86,34.04,17.71,0.39,4.80,3.80,12.56,2.07,1.24,13.69,17.45,6.99,-0.92,0.43,1.32,9.02,7.96,1.60,22.50,17.65,0.55,6.29,35513873,2788500000,150000000,150000000,0
DOHL3,DOHLER,10.00,18/05/2023,31/03/2023,Individual,-0.27,-0.30,0.02,0.02,0.03,19.64,-0.51,0.68,1.38,0.38,4640.82,1.06,1.16,18.12,25.65,-226.01,4.22,0.77,1.67,-205.20,43.83,1.05,23.29,16.45,0.70,0.00,15,662636680,75645285,54467820,21177465
DOHL4,DOHLER,5.57,23/06/2023,31/03/2023,Individual,-0.27,-0.30,0.02,0.02,0.03,19.64,-0.51,0.68,1.38,0.38,2584.93,0.59,0.65,10.09,14.29,-125.89,2.35,0.43,0.93,-205.20,43.83,1.05,23.29,16.45,0.70,0.00,19842,662636680,75645285,54467820,21177465
DOTZ3,DOTZ SA,1.47,23/06/2023,31/03/2023,Consolidado,30.62,23.00,97.28,-25.71,-69.30,87.88,-76.62,0.37,-1.94,-2.94,-6.27,-3.19,4.35,-5.83,-4.57,-5.68,-0.88,1.64,-4.72,-1.74,-2.24,1.33,-1.40,-1.79,0.50,0.00,301261,194140477,132068352,132068352,0
DTCY3,DTCOM-DIRECT,5.50,23/06/2023,31/03/2023,Individual,20.63,135.74,-42.80,3.25,4.02,18.63,-3.18,0.81,-20.29,-21.29,148.24,-110.91,5.96,-182.21,-165.91,-187.22,-4.69,5.47,-47.31,-189.60,32.48,6.04,-168.02,-184.52,5.54,0.00,600,61221221,11131131,10680476,450655
DTCY4,DTCOM-DIRECT,0,0,31/03/2023,Individual,20.63,135.74,-42.80,3.25,4.02,18.63,-3.18,0.81,-20.29,-21.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-189.60,32.48,6.04,-168.02,-184.52,5.54,0,0,61221221,11131131,10680476,450655
ECOR3,ECORODOVIAS,6.99,23/06/2023,31/03/2023,Consolidado,55.69,11.47,16.03,2.05,5.25,33.56,27.98,0.39,7.98,6.98,14.21,2.01,0.75,2.26,2.45,2.67,-0.27,0.25,-5.51,8.61,6.40,2.41,7.91,7.30,0.82,0.11,36253547,4867376226,696334224,696334224,0
EKTR3,ELEKTRO,34.92,17/05/2023,31/03/2023,Individual,19.18,16.14,27.40,8.66,11.25,26.84,21.56,0.77,3.25,2.25,7.08,2.15,0.80,3.34,3.34,3.70,-1.03,0.66,12.53,6.27,5.31,1.35,5.67,5.67,1.12,13.15,165,6937229066,193759265,91880972,101878293
EKTR4,ELEKTRO,36.60,23/06/2023,31/03/2023,Individual,19.18,16.14,27.40,8.66,11.25,26.84,21.56,0.77,3.25,2.25,7.43,2.25,0.84,3.50,3.50,3.87,-1.08,0.69,13.13,6.27,5.31,1.35,5.67,5.67,1.12,13.80,11335,6937229066,193759265,91880972,101878293
ELET3,ELETROBRAS,40.08,23/06/2023,31/03/2023,Consolidado,3.56,4.98,1.80,0.75,4.03,52.53,25.33,0.19,2.42,1.42,65.32,0.83,2.63,10.66,14.20,10.40,-0.70,0.35,3.72,15.49,11.36,3.92,21.16,15.89,0.51,0.55,391931015,93824187905,2307099812,2027011498,280088314
ELET6,ELETROBRAS,44.92,23/06/2023,31/03/2023,Consolidado,3.56,4.98,1.80,0.75,4.03,52.53,25.33,0.19,2.42,1.42,73.21,0.93,2.95,11.95,15.92,11.65,-0.78,0.39,4.17,15.49,11.36,3.92,21.16,15.89,0.51,7.89,106593720,93824187905,2307099812,2027011498,280088314
ELMD3,ELETROMIDIA,16.21,23/06/2023,31/03/2023,Consolidado,45.97,13.12,3.71,1.84,3.21,42.01,18.21,0.57,2.68,1.68,80.47,2.92,2.58,10.27,34.02,14.19,-1.46,1.09,-9.21,18.52,10.11,3.37,44.38,13.40,1.42,0.00,2365922,2269136636,139983753,139983753,0
LIPR3,ELETROPAR,72.80,21/06/2023,31/03/2023,Individual,6.67,7.04,12.01,10.14,0,0,0,0.00,1.08,0.08,31.70,3.74,0,56.37,56.38,36.29,34.53,3.44,19.35,36.28,36.28,0,56.37,56.36,3.44,3.39,10331,856483919,11764889,11764889,0
EMAE3,EMAE,26.01,28/08/2019,31/03/2023,Consolidado,-1.35,-3.76,8.00,3.62,11.35,9.44,-4.64,0.32,1.77,0.77,15.72,0.84,1.78,14.80,12.90,-38.48,-9.56,0.47,1.22,-56.17,-74.46,2.61,18.83,21.60,0.69,2.90,0,1850217381,36947084,14705370,22241714
EMAE4,EMAE,65.99,23/06/2023,31/03/2023,Consolidado,-1.35,-3.76,8.00,3.62,11.35,9.44,-4.64,0.32,1.77,0.77,39.89,2.13,4.53,37.54,32.72,-97.62,-24.25,1.20,3.11,-56.17,-74.46,2.61,18.83,21.60,0.69,2.23,177788,1850217381,36947084,14705370,22241714
EPAR3,EMBPAR S/A,12.34,23/06/2023,31/03/2023,Consolidado,44.68,55.48,62.02,23.56,5.47,16.41,8.46,4.30,2.41,1.41,2.98,1.50,0.16,-8.03,-7.51,1.93,-1.98,0.62,2.32,2.26,2.24,0.19,-8.82,-9.42,0.73,10.07,9975,183379409,14860568,14860568,0
EMBR3,EMBRAER,17.31,23/06/2023,31/03/2023,Consolidado,-2.10,-1.69,-9.18,-2.46,-4.78,19.41,-2.56,0.52,4.15,3.15,-11.13,1.00,0.53,9.57,23.60,-20.79,-0.47,0.24,0.98,-38.78,49.27,0.99,44.00,17.84,0.45,0.00,170860306,12817449912,740465044,740465044,0
E0T3,E0UTA PART,14.39,23/06/2023,31/03/2023,Consolidado,12.63,13.33,15.06,9.82,30.13,48.74,35.69,0.33,1.89,0.89,6.37,0.92,1.92,3.58,-10.71,5.38,-1.37,0.48,4.07,6.93,4.63,2.47,-13.78,4.61,0.62,1.04,19149096,3824961363,265806905,265806905,0
ENBR3,ENERGIAS BR,23.53,23/06/2023,31/03/2023,Consolidado,9.41,10.55,8.53,2.70,5.63,30.13,19.68,0.48,3.33,2.33,13.88,1.22,0.78,2.80,3.00,3.97,-0.51,0.37,-14.34,6.94,5.64,1.37,5.24,4.89,0.64,6.03,64132934,13674818756,581165268,581165268,0
ENGI3,ENERGISA,13.83,23/06/2023,31/03/2023,Consolidado,13.36,12.34,23.79,3.97,7.96,27.69,22.06,0.50,5.46,4.46,13.30,2.48,1.06,4.73,21.58,4.80,-0.59,0.46,11.70,8.00,6.52,1.76,35.96,7.88,0.76,2.83,122049,21836282194,2039086540,800898864,1238187676
ENGI4,ENERGISA,8.69,23/06/2023,31/03/2023,Consolidado,13.36,12.34,23.79,3.97,7.96,27.69,22.06,0.50,5.46,4.46,8.36,1.56,0.66,2.97,13.56,3.01,-0.37,0.29,7.35,8.00,6.52,1.76,35.96,7.88,0.76,4.51,166297,21836282194,2039086540,800898864,1238187676
ENGI11,ENERGISA,48.34,23/06/2023,31/03/2023,Consolidado,13.36,12.34,23.79,3.97,7.96,27.69,22.06,0.50,5.46,4.46,9.30,1.74,0.74,3.30,15.08,3.35,-0.41,0.32,8.18,8.00,6.52,1.76,35.96,7.88,0.76,4.05,154826583,21836282194,2039086540,800898864,1238187676
ENMT3,ENERGISA MT,68.80,23/06/2023,31/03/2023,Individual,15.50,16.96,37.42,9.85,15.90,31.95,26.40,0.62,4.04,3.04,13.35,5.11,2.12,6.70,10.23,8.04,-1.72,1.26,60.17,10.82,9.54,2.86,13.76,9.02,1.70,6.26,29329,15378712166,218941939,75529774,143412165
ENMT4,ENERGISA MT,71.00,22/06/2023,31/03/2023,Individual,15.50,16.96,37.42,9.85,15.90,31.95,26.40,0.62,4.04,3.04,13.78,5.27,2.19,6.92,10.56,8.30,-1.78,1.30,62.09,10.82,9.54,2.86,13.76,9.02,1.70,6.06,23036,15378712166,218941939,75529774,143412165
ENEV3,ENEVA,12.32,23/06/2023,31/03/2023,Consolidado,6.34,6.08,4.41,1.93,5.29,32.90,21.56,0.36,3.33,2.33,47.17,1.55,2.49,12.49,-78.89,11.57,-0.66,0.47,-609.96,22.00,13.18,4.74,-150.03,23.75,0.89,0.00,97823179,19521931697,1584572378,1584572378,0
EGIE3,ENGIE BRASIL,45.95,23/06/2023,31/03/2023,Consolidado,13.89,16.24,34.69,7.32,24.67,48.84,50.99,0.30,4.28,3.28,12.93,4.06,3.19,9.93,19.12,6.25,-1.29,0.95,28.71,8.69,7.48,4.43,26.58,13.81,1.32,7.22,70329961,37491879653,815927740,815927740,0
ENJU3,ENJOEI,1.35,23/06/2023,31/03/2023,Consolidado,-1782.88,-110.64,-11.07,-9.78,-30.79,38.21,-50.63,0.32,1.12,0.12,-6.09,0.72,1.87,-16.07,-15.01,-3.70,1.05,0.64,0.89,0.42,0.58,-0.21,1.72,1.84,-0.07,0.00,1446510,270328298,200243184,200243184,0
EQPA3,EQTL PARA,5.77,23/06/2023,31/03/2023,Individual,17.68,18.79,45.32,13.82,18.57,32.75,23.65,0.74,3.91,2.91,7.65,3.86,1.42,7.67,-24.92,6.00,-1.51,0.99,11.19,8.55,7.17,2.02,-35.47,10.92,1.41,15.61,70972,12751879284,2209074007,2204620569,4453438
EQPA7,EQTL PARA,7.01,09/05/2023,31/03/2023,Individual,17.68,18.79,45.32,13.82,18.57,32.75,23.65,0.74,3.91,2.91,9.29,4.69,1.73,9.32,-30.27,7.29,-1.83,1.20,13.60,8.55,7.17,2.02,-35.47,10.92,1.41,38.55,32,12751879284,2209074007,2204620569,4453438
EQMA3B,EQTLMARANHAO,24.22,23/06/2023,31/03/2023,Individual,13.11,12.28,21.21,8.84,13.43,29.34,19.22,0.66,2.30,1.30,5.88,1.10,0.79,4.67,44.55,4.11,-0.94,0.48,8.18,6.54,5.27,1.26,71.02,7.45,0.76,0.00,214044,3976534034,164183899,161318939,2864960
EQMA5B,EQTLMARANHAO,0,0,31/03/2023,Individual,13.11,12.28,21.21,8.84,13.43,29.34,19.22,0.66,2.30,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.54,5.27,1.26,71.02,7.45,0.76,0,0,3976534034,164183899,161318939,2864960
EQTL3,EQUATORIAL,31.50,23/06/2023,31/03/2023,Consolidado,9.98,8.50,5.95,1.36,3.04,29.76,18.69,0.45,5.23,4.23,37.15,2.00,1.13,9.25,9.94,6.05,-0.53,0.38,4.31,12.41,10.03,2.32,20.38,18.97,0.79,1.11,269404805,35573436833,1129315455,1129315455,0
ESPA3,ESPACOLASER,1.92,23/06/2023,31/03/2023,Consolidado,9.04,4.73,-7.11,-2.35,-5.47,36.08,11.49,0.43,2.60,1.60,-13.49,0.78,0.74,-42.81,-8.71,6.41,-0.65,0.30,2.00,13.05,7.63,1.50,-17.72,-87.08,0.61,0.00,3382499,693932287,361423066,361423066,0
