papel,cotação,p_l,p_vp,psr,div_yield,p_ativo,p_cap_giro,p_ebit,p_ativ_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg__líq_,liq__corr_,roic,roe,liq_2meses,patrim__líq,dív_brut__patrim_,cresc__rec_5a
EKTR3,34.92,8.21,2.37,0.802,16.83,0.629,9.08,3.82,-1.47,6.42,5.36,20.96,9.76,1.29,19.58,28.83,0.00,2858000000.00,1.98,8.28
UNIP5,89.78,8.24,3.65,1.342,13.32,1.545,6.72,4.37,-11.10,4.38,3.92,30.72,16.38,2.14,49.67,44.27,18817.50,2557640000.00,0.56,25.25
SHUL4,7.32,8.24,2.19,1.232,4.05,1.140,2.75,7.38,7.06,7.52,6.42,16.70,14.95,2.84,23.07,26.54,2121830.00,1195900000.00,0.59,23.56
BRGE12,9.55,8.27,0.54,189.319,0.00,0.241,1.14,-0.91,1.29,1.04,1.06,-20778.80,3525.44,1.62,-54.73,6.50,44.42,1308280000.00,0.00,-43.93
VULC4,18.00,8.28,2.34,1.641,0.00,1.621,3.24,9.52,4.29,9.74,8.14,17.23,19.83,3.71,20.65,28.24,0.00,1893840000.00,0.20,24.81
CAML3,7.60,8.29,0.89,0.254,3.83,0.268,1.19,6.72,-2.44,15.06,9.31,3.79,3.07,1.62,5.43,10.69,11093500.00,3001770000.00,1.40,21.23
BRGE3,9.60,8.31,0.54,190.310,0.00,0.242,1.15,-0.92,1.29,1.04,1.06,-20778.80,3525.44,1.62,-54.73,6.50,1946.51,1308280000.00,0.00,-43.93
BRIV3,10.20,8.45,0.54,0.000,2.09,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.37,4584.77,1680830000.00,0.00,37.56
BRIV4,10.20,8.45,0.54,0.000,6.08,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.37,7241.81,1680830000.00,0.00,37.56
AGIN3,5.29,8.46,1.23,1.816,0.00,0.565,1.29,10.92,3.55,14.68,14.68,16.63,21.83,2.72,5.59,14.56,0.00,1028210000.00,0.55,44.17
MDNE3,11.32,8.48,0.79,1.092,0.00,0.329,1.31,7.44,-1.62,6.53,6.26,14.68,12.75,2.89,4.98,9.35,2776420.00,1211680000.00,0.12,26.83
AELP3,1.93,8.49,-200.57,-0.062,0.00,5.216,0.00,-12.58,0.00,-11.94,-11.98,0.49,-0.73,0.00,0.00,-2363.83,0.00,-904000.00,0.00,1.18
HBTS5,56.02,8.50,1.02,3.956,4.27,0.372,-6.22,12.56,-0.69,17.25,16.66,31.49,46.53,0.62,3.09,11.94,10647.50,503868000.00,0.47,70.87
ENGI4,8.50,8.54,1.53,0.653,4.61,0.280,7.19,2.98,-0.55,6.75,5.50,21.91,8.88,1.18,10.90,17.88,109035.00,11350000000.00,2.52,13.19
MRSA6B,22.00,8.56,1.36,1.338,2.92,0.515,-11.58,4.25,-1.07,6.22,3.89,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
MRSA6B,22.00,8.56,1.36,1.338,2.92,0.515,-11.58,4.25,-1.07,6.22,3.89,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
CPSL3,38.02,8.56,3.49,0.787,0.00,2.043,7.39,5.79,11.84,5.48,5.48,13.59,9.20,1.89,57.15,40.82,0.00,1634730000.00,0.17,16.21
ITUB4,27.60,8.56,1.59,0.000,5.55,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.52,769649000.00,170577000000.00,0.00,12.43
RAPT4,12.13,8.61,1.40,0.352,4.22,0.318,1.01,2.84,-3.10,5.20,4.40,12.40,6.03,2.18,14.80,16.29,27880300.00,2846860000.00,1.90,28.25
SOJA3,11.57,8.62,1.69,0.748,0.72,0.818,2.22,8.00,3.25,8.29,7.89,9.34,8.67,2.28,16.03,19.59,2770710.00,802615000.00,0.46,73.71
GEPA4,26.21,8.65,1.25,1.744,12.25,0.670,-3.78,4.47,-2.02,5.57,4.22,39.04,20.16,0.42,18.56,14.42,14189.50,1984640000.00,0.44,-0.13
BRGE11,9.99,8.65,0.56,198.041,3.83,0.252,1.19,-0.95,1.35,1.00,1.02,-20778.80,3525.44,1.62,-54.73,6.50,0.00,1308280000.00,0.00,-43.93
FIGE4,38.01,8.66,0.61,0.000,0.11,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.00,148304000.00,0.00,18.98
BRGE8,10.03,8.69,0.56,198.834,3.18,0.253,1.20,-0.96,1.35,1.00,1.02,-20778.80,3525.44,1.62,-54.73,6.50,23.33,1308280000.00,0.00,-43.93
TMGC12,550.00,8.71,1.12,0.800,0.00,0.770,4.66,12.27,8.22,10.94,10.94,6.52,9.18,1.69,8.73,12.83,0.00,1167010000.00,0.05,10.49
ACES4,94.73,8.74,2.27,1.683,0.00,1.430,6.37,7.16,20.65,6.50,6.50,23.52,19.27,2.05,26.90,25.95,0.00,3105800000.00,0.09,13.34
ENMT4,42.98,8.78,3.19,1.337,10.01,0.788,37.59,5.04,-1.61,7.50,6.61,26.51,15.24,1.09,16.94,36.34,37493.20,2950480000.00,1.71,14.49
ACES3,95.27,8.79,2.28,1.693,0.00,1.438,6.40,7.20,20.77,6.54,6.54,23.52,19.27,2.05,26.90,25.95,0.00,3105800000.00,0.09,13.34
ENMT3,43.11,8.80,3.20,1.341,9.98,0.791,37.70,5.06,-1.61,7.52,6.63,26.51,15.24,1.09,16.94,36.34,108851.00,2950480000.00,1.71,14.49
CZRS4,2.49,8.89,0.30,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.34,0.00,1145670000.00,0.00,14.44
RPAD6,6.89,8.91,0.54,0.000,0.01,0.539,10.05,-101.99,10.07,-91.36,-91.36,0.00,0.00,19.93,-0.56,6.07,626.93,1079890000.00,0.00,-71.76
BBSE3,32.05,8.92,7.17,0.000,9.07,3.775,0.00,7.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.32,185382000.00,8943940000.00,0.00,0.00
AFLU5,5.03,8.93,2.14,2.911,0.00,1.875,9.63,8.32,11.92,7.38,7.05,34.98,32.59,3.27,31.18,23.93,0.00,44270000.00,0.00,8.61
BEES3,9.07,8.97,1.38,0.000,6.88,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.41,197128.00,2071980000.00,0.00,7.46
ALLD3,6.74,8.98,0.41,0.123,5.25,0.171,0.59,3.40,1.52,5.21,3.75,3.60,1.37,1.70,8.29,4.62,386761.00,1516110000.00,0.43,1.05
VIVO3,65.79,8.99,2.69,1.366,0.00,1.175,-29.21,6.21,-4.74,6.65,6.65,22.01,15.20,0.89,23.92,29.88,0.00,9816290000.00,0.35,13.06
TGMA3,25.15,9.01,2.07,1.087,4.02,1.470,4.94,7.57,7.66,7.27,6.57,14.35,12.10,2.62,25.60,23.01,3349350.00,800942000.00,0.21,2.42
CNFB4,5.99,9.01,1.57,1.511,0.00,0.872,3.47,8.27,53.95,10.05,7.85,18.27,16.77,2.20,12.01,17.39,0.00,1552470000.00,0.47,-10.61
CEEB5,54.60,9.05,2.27,0.993,8.32,0.540,-11.89,4.09,-0.98,7.67,6.20,24.30,10.98,0.82,14.13,25.10,1467.09,6303000000.00,2.09,12.05
RPAD3,7.00,9.05,0.55,0.000,0.01,0.547,10.21,-103.61,10.23,-92.99,-92.99,0.00,0.00,19.93,-0.56,6.07,358.86,1079890000.00,0.00,-71.76
WLMM4,30.49,9.06,1.72,0.518,2.85,1.280,3.28,7.97,3.91,8.06,7.83,6.49,5.71,3.03,18.29,18.99,109691.00,645418000.00,0.15,26.86
GEPA3,27.50,9.08,1.31,1.830,11.68,0.703,-3.97,4.69,-2.12,5.79,4.38,39.04,20.16,0.42,18.56,14.42,10078.80,1984640000.00,0.44,-0.13
LEVE4,44.49,9.09,3.31,1.310,0.00,1.761,5.52,7.40,11.36,7.43,6.59,17.70,14.36,2.05,31.52,36.43,0.00,1724520000.00,0.27,15.35
BRSR5,17.01,9.11,0.73,0.000,5.24,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06,2554.28,9471470000.00,0.00,2.91
WIZC3,6.44,9.11,2.63,1.035,6.91,0.448,26.49,2.35,-1.17,2.61,2.14,44.04,19.71,1.09,22.52,28.86,4343110.00,391848000.00,0.93,12.03
AFLU3,5.15,9.15,2.19,2.981,0.00,1.919,9.86,8.52,12.21,7.57,7.24,34.98,32.59,3.27,31.18,23.93,0.00,44270000.00,0.00,8.61
LOGG3,20.20,9.17,0.57,8.369,4.54,0.331,3.63,10.90,-1.29,19.29,19.01,76.78,93.12,2.36,3.30,6.18,7404830.00,3644110000.00,0.56,19.08
REDE3,5.80,9.18,3.30,0.818,12.22,0.476,7.80,3.56,-0.92,6.36,5.27,22.95,12.23,1.28,15.07,35.89,35533.00,3713190000.00,3.09,11.78
TRPL3,33.12,9.21,1.25,3.990,3.21,0.639,8.59,7.25,-1.99,9.70,9.62,55.02,44.28,1.93,9.25,13.53,65137.90,17506600000.00,0.50,12.41
BRGE6,10.70,9.27,0.60,212.116,7.16,0.270,1.28,-1.02,1.44,0.93,0.95,-20778.80,3525.44,1.62,-54.73,6.50,1003.86,1308280000.00,0.00,-43.93
VULC3,20.19,9.28,2.62,1.841,2.99,1.819,3.64,10.68,4.81,10.90,9.10,17.23,19.83,3.71,20.65,28.24,8594680.00,1893840000.00,0.20,24.81
SLCE3,43.47,9.28,1.89,1.075,6.35,0.617,2.96,4.65,-3.50,5.93,5.48,23.09,12.16,1.78,15.33,20.34,78926100.00,5218260000.00,0.76,38.14
EQPA7,7.01,9.29,4.69,1.725,12.85,1.200,13.60,6.22,-2.85,7.87,6.76,27.72,18.57,1.38,23.60,50.45,1222.67,3303480000.00,1.69,14.86
PTNT3,8.95,9.34,1.16,0.497,3.56,0.501,2.38,6.34,14.91,8.50,6.00,7.83,6.96,1.68,10.48,12.45,20309.70,369753000.00,0.69,14.43
ALLL11,16.50,9.35,0.40,0.611,0.00,0.135,1.61,2.19,-0.29,6.29,3.71,27.85,6.52,1.76,7.03,4.29,0.00,15270400000.00,1.09,9.50
LEVE3,45.91,9.38,3.42,1.352,9.49,1.817,5.70,7.64,11.72,7.67,6.80,17.70,14.36,2.05,31.52,36.43,12375000.00,1724520000.00,0.27,15.35
ALLL4,3.32,9.40,0.40,0.615,0.00,0.135,1.62,2.21,-0.29,6.30,3.71,27.85,6.52,1.76,7.03,4.29,0.00,15270400000.00,1.09,9.50
EKTR4,40.15,9.44,2.72,0.922,16.10,0.723,10.44,4.40,-1.69,7.00,5.84,20.96,9.76,1.29,19.58,28.83,19918.00,2858000000.00,1.98,8.28
MRSL4,3.05,9.48,0.91,0.816,0.00,0.609,2.19,15.08,5.80,16.51,8.83,5.41,8.69,2.78,4.44,9.63,0.00,375151000.00,0.16,7.10
BMIN3,18.50,9.52,0.66,0.000,7.68,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.95,4998.14,134886000.00,0.00,23.19
BBDC3,13.83,9.53,0.92,0.000,6.64,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.69,74190100.00,159318000000.00,0.00,-15.27
HBRE3,5.90,9.56,0.32,4.102,0.00,0.141,12.79,2.33,-0.41,5.92,5.89,176.20,85.48,1.17,6.44,3.34,1922100.00,1906870000.00,0.61,39.61
CMIN3,4.20,9.62,2.20,1.513,21.68,0.876,3.46,4.79,-4.30,4.73,3.90,31.60,15.73,2.73,28.49,22.89,34366900.00,10464600000.00,0.72,-17.59
BPAR3,182.07,9.69,1.02,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,1699350000.00,0.00,0.72
CRPG6,33.10,9.71,1.15,1.247,29.08,0.867,1.88,14.92,2.38,12.83,9.36,8.36,12.85,4.17,7.03,11.82,162524.00,837085000.00,0.01,8.78
ENGI11,48.40,9.73,1.74,0.744,4.05,0.319,8.19,3.40,-0.62,7.16,5.83,21.91,8.88,1.18,10.90,17.88,133786000.00,11350000000.00,2.52,13.19
CXSE3,10.51,9.74,2.68,0.000,8.21,2.501,22.66,-302.11,22.71,-289.69,-289.64,0.00,0.00,2.68,-0.92,27.48,21888400.00,11776700000.00,0.00,0.00
CTWR3,100.00,9.76,56.77,0.317,0.00,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-2.98,3.25,1.45,-21.86,581.91,0.00,879000.00,5.52,4.94
BRGE5,11.30,9.79,0.64,224.011,0.00,0.285,1.35,-1.08,1.52,0.87,0.89,-20778.80,3525.44,1.62,-54.73,6.50,126.98,1308280000.00,0.00,-43.93
BEEF3,10.61,9.80,12.08,0.214,5.43,0.319,1.28,2.85,-0.89,6.26,5.22,7.50,2.17,1.73,20.19,123.29,92324400.00,533467000.00,26.39,18.48
VIVO4,71.80,9.81,2.93,1.491,0.00,1.282,-31.87,6.78,-5.17,7.22,7.22,22.01,15.20,0.89,23.92,29.88,0.00,9816290000.00,0.35,13.06
E0T3,13.50,9.95,0.88,2.124,1.11,0.463,9.07,5.94,-2.16,6.14,3.93,35.72,21.34,1.24,11.26,8.85,21412300.00,4072900000.00,0.45,21.82
TCSL4,7.82,9.95,0.83,1.105,0.00,0.475,8.93,5.69,-2.20,5.61,2.18,19.44,11.11,1.34,9.67,8.33,0.00,22847800000.00,0.14,2.29
BEES4,10.08,9.97,1.54,0.000,6.19,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.41,107108.00,2071980000.00,0.00,7.46
TTEN3,12.42,9.99,2.15,0.834,0.00,0.962,4.06,10.76,6.93,11.10,10.35,7.75,8.35,1.52,17.55,21.55,13343800.00,2873630000.00,0.45,26.94
RPAD5,7.79,10.07,0.61,0.000,7.37,0.609,11.36,-115.31,11.38,-104.68,-104.68,0.00,0.00,19.93,-0.56,6.07,2970.56,1079890000.00,0.00,-71.76
MRSA3B,26.00,10.11,1.60,1.581,0.00,0.608,-13.69,5.02,-1.26,6.99,4.37,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
MRSA3B,26.00,10.11,1.60,1.581,0.00,0.608,-13.69,5.02,-1.26,6.99,4.37,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
BLAU3,20.17,10.24,1.97,2.677,3.80,1.444,2.81,9.10,3.76,8.33,7.86,29.43,25.91,4.71,22.79,19.22,13280500.00,1838340000.00,0.17,13.86
MRSL3,3.30,10.25,0.99,0.883,0.00,0.658,2.37,16.32,6.28,17.74,9.50,5.41,8.69,2.78,4.44,9.63,0.00,375151000.00,0.16,7.10
TRFO3,4.53,10.32,2.58,0.804,0.00,1.039,4.65,5.52,7.37,5.12,5.12,14.58,7.80,1.43,27.63,25.01,0.00,76165000.00,0.26,16.47
BESP3,330.00,10.38,2.47,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.77,0.00,5183100000.00,0.00,1.83
TAEE11,35.31,10.42,1.82,5.188,13.74,0.647,5.05,8.22,-1.43,13.70,13.51,63.11,49.81,3.03,8.52,17.46,78082100.00,6689300000.00,1.41,9.31
TCOC4,27.20,10.43,1.26,1.558,0.00,0.915,2.65,10.14,3.07,7.89,7.89,15.37,14.93,2.53,13.98,12.06,0.00,2812920000.00,0.04,16.71
TAEE3,11.80,10.44,1.82,5.202,13.71,0.648,5.06,8.24,-1.43,13.72,13.53,63.11,49.81,3.03,8.52,17.46,1755390.00,6689300000.00,1.41,9.31
TAEE4,11.84,10.48,1.83,5.219,13.66,0.650,5.08,8.27,-1.44,13.75,13.56,63.11,49.81,3.03,8.52,17.46,3263700.00,6689300000.00,1.41,9.31
MRSA5B,27.00,10.50,1.66,1.642,2.38,0.632,-14.22,5.22,-1.31,7.19,4.49,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
MRSA5B,27.00,10.50,1.66,1.642,2.38,0.632,-14.22,5.22,-1.31,7.19,4.49,31.47,15.63,0.76,13.45,15.85,0.00,5513630000.00,0.79,12.03
PINE4,3.85,10.52,0.80,0.000,4.21,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,1667170.00,895756000.00,0.00,60.47
ODER4,100.00,10.59,2.41,1.379,3.23,1.263,2.74,12.01,5.17,13.79,12.34,11.48,13.02,2.77,11.83,22.75,0.00,468363000.00,0.48,22.40
BBDC4,15.41,10.62,1.03,0.000,6.55,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.69,601521000.00,159318000000.00,0.00,-15.27
AESL4,10081.90,10.65,2.86,1.087,0.00,0.699,145.65,4.95,-1.21,7.73,6.52,21.95,10.21,1.03,15.42,26.86,0.00,3967980000.00,1.72,27.43
AESL3,10081.90,10.65,2.86,1.087,0.00,0.699,145.65,4.95,-1.21,7.73,6.52,21.95,10.21,1.03,15.42,26.86,0.00,3967980000.00,1.72,27.43
BTTL3,20.19,10.68,7.92,0.546,0.00,1.535,19.75,9.55,-5.67,9.95,7.79,5.71,5.11,1.17,22.56,74.12,395854.00,37891000.00,1.12,39.72
TRFO4,4.70,10.70,2.68,0.835,0.00,1.078,4.82,5.73,7.65,5.33,5.33,14.58,7.80,1.43,27.63,25.01,0.00,76165000.00,0.26,16.47
PATI4,33.00,10.71,0.93,0.362,6.39,0.428,0.81,12.45,1.53,11.48,9.67,2.90,3.38,2.79,6.64,8.73,1992.07,845132000.00,0.67,26.24
SMLS3,22.40,10.78,4.09,4.212,0.00,1.017,18.78,10.37,-6.72,10.13,9.06,40.62,39.07,1.10,10.69,37.96,0.00,679678000.00,0.00,-22.20
CTKA4,10.50,10.78,-0.45,0.104,0.00,0.111,0.41,1.81,-0.19,16.00,10.97,5.76,0.97,1.69,7.08,-4.16,5872.53,-145301000.00,-3.68,20.47
BESP4,344.00,10.82,2.57,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.77,0.00,5183100000.00,0.00,1.83
PTBL3,7.74,10.87,2.38,0.505,6.69,0.397,7.69,4.46,-1.06,7.46,5.27,11.34,4.65,1.13,12.55,21.89,10222600.00,458473000.00,2.45,22.28
EGIE3,43.26,10.90,4.23,3.104,7.67,0.877,20.76,6.66,-1.52,9.16,7.78,46.63,28.49,1.28,15.22,38.82,58325700.00,8341660000.00,2.16,5.61
DXCO3,9.00,11.05,1.22,0.946,3.49,0.457,5.15,5.72,-1.47,9.07,5.14,16.54,8.76,1.40,9.63,11.08,36334400.00,6032690000.00,0.99,15.67
GRNL4,470.00,11.09,1.07,7.231,0.00,0.975,8.04,-64.72,15.01,-63.22,-63.22,-11.17,65.19,4.35,-1.65,9.69,0.00,93104000.00,0.05,21.48
ELUM3,36.00,11.12,1.50,0.940,0.00,0.886,2.31,14.76,2.51,10.02,10.02,6.37,8.46,2.02,9.40,13.47,0.00,443231000.00,0.08,8.40
EQPA5,8.40,11.13,5.62,2.067,10.72,1.438,16.30,7.46,-3.42,9.11,7.82,27.72,18.57,1.38,23.60,50.45,78.14,3303480000.00,1.69,14.86
AURA33,34.50,11.17,1.52,1.280,4.22,0.652,10.35,4.34,-2.68,5.45,5.45,29.49,11.46,1.24,19.72,13.62,3085620.00,1604110000.00,0.72,7.15
SANB3,13.06,11.17,1.17,0.000,7.94,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.44,1913200.00,83990900000.00,0.00,-5.88
RIPI3,48.01,11.23,-28.94,-7.449,0.00,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,84.70,-66.31,0.87,-99.10,-257.61,0.00,-49103000.00,-2.44,5.82
ALLL3,3.97,11.24,0.48,0.735,0.00,0.162,1.94,2.64,-0.35,6.74,3.97,27.85,6.52,1.76,7.03,4.29,0.00,15270400000.00,1.09,9.50
CZLT33,29.23,11.24,1.39,0.526,0.00,0.145,1.87,3.10,-0.29,10.26,4.03,16.97,9.14,1.58,5.31,12.36,0.00,5691680000.00,3.93,7.88
RIPI4,48.50,11.35,-29.24,-7.525,0.00,7.164,-60.16,-8.88,-16.93,-9.40,-9.40,84.70,-66.31,0.87,-99.10,-257.61,0.00,-49103000.00,-2.44,5.82
PRIO3,47.86,11.41,3.95,5.252,0.00,1.634,-105.27,9.17,-3.67,11.13,8.67,57.28,46.03,0.90,19.23,34.61,441993000.00,10753900000.00,0.95,69.23
EBCO4,1.00,11.46,0.80,0.330,0.00,0.351,50.21,8.51,-14.31,8.26,8.26,3.88,2.90,1.01,5.04,7.00,0.00,828097000.00,0.02,6.09
SMTO3,33.21,11.57,1.99,1.774,4.96,0.625,3.83,7.58,-1.63,11.82,4.99,23.42,15.33,2.17,10.04,17.18,56529300.00,5912360000.00,1.63,19.67
BPAC5,8.48,11.61,2.09,0.000,2.93,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,83962.20,46708500000.00,0.00,38.69
TEMP3,4.15,11.64,4.92,0.980,0.00,2.014,9.98,10.60,19.39,9.55,7.74,9.25,8.42,1.41,34.49,42.27,0.00,135736000.00,0.23,-13.11
VITT3,12.00,11.69,2.92,2.035,2.75,1.787,4.56,10.65,6.33,12.20,10.99,19.11,17.13,2.43,17.78,24.99,2572410.00,587604000.00,0.48,20.63
EVEN3,8.03,11.71,0.86,0.679,1.89,0.251,0.51,7.26,1.36,6.79,6.54,9.36,9.06,2.73,4.08,7.35,6884560.00,1961160000.00,0.41,10.11
CTSA4,2.61,11.74,0.23,0.177,0.00,0.116,-1.49,-3.80,-0.53,-10.72,-25.38,-4.66,1.51,0.78,-3.44,1.99,192352.00,311350000.00,0.51,1.35
SANB11,27.49,11.76,1.23,0.000,7.93,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.44,47791800.00,83990900000.00,0.00,-5.88
0FG3,64.37,11.80,2.76,1.102,0.00,1.153,3.20,7.35,60.48,8.64,6.57,14.99,9.28,2.52,19.92,23.42,0.00,316392000.00,0.81,9.49
0FG4,64.42,11.81,2.76,1.103,0.00,1.154,3.20,7.36,60.52,8.65,6.57,14.99,9.28,2.52,19.92,23.42,0.00,316392000.00,0.81,9.49
GRND3,7.42,11.83,1.98,2.662,19.44,1.345,3.54,21.55,3.62,16.34,12.54,12.35,22.49,2.23,10.10,16.69,11107200.00,3388940000.00,0.07,4.12
BRML3,8.26,11.94,0.61,4.732,0.00,0.377,18.14,7.76,-1.25,9.88,8.97,61.00,43.47,1.37,5.14,5.15,0.00,11125900000.00,0.25,2.77
MELK3,4.78,11.98,0.80,0.879,7.70,0.426,0.70,11.59,1.08,9.44,9.02,7.59,10.01,3.86,4.44,6.70,893444.00,1228400000.00,0.15,35.34
OFSA3,24.79,12.02,1.82,1.329,2.56,1.019,2.33,9.03,5.79,10.23,8.37,14.72,11.06,3.43,14.62,15.15,248643.00,734233000.00,0.56,15.66
FIBR3,66.30,12.03,2.59,2.010,7.59,0.899,9.59,5.13,-2.54,7.17,5.29,39.18,16.75,1.46,22.95,21.57,0.00,14149000000.00,1.46,22.71
EBCO3,1.05,12.03,0.84,0.346,0.00,0.368,52.72,8.94,-15.02,8.68,8.68,3.88,2.90,1.01,5.04,7.00,0.00,828097000.00,0.02,6.09
TUPY4,48.21,12.09,2.24,0.655,0.00,0.693,2.24,7.45,-9.43,9.84,7.20,8.79,5.46,2.01,12.71,18.48,0.00,3109530000.00,1.10,21.52
ALUP11,28.51,12.10,1.21,2.443,5.26,0.304,2.91,3.23,-0.71,6.55,6.22,75.56,36.89,2.15,10.51,10.00,22050300.00,7183090000.00,1.64,6.51
HBOR3,4.25,12.16,0.41,0.589,2.13,0.109,0.26,7.62,4.63,28.40,20.94,7.73,11.30,3.14,1.53,3.39,2655020.00,1378720000.00,1.32,0.54
MPLU3,26.80,12.20,17.37,6.877,0.00,2.676,50.65,10.34,66.01,7.71,7.28,66.52,56.37,1.06,129.57,142.40,0.00,250279000.00,0.00,-18.88
FRAS3,13.40,12.24,1.91,1.087,3.11,0.929,2.52,6.66,11.00,6.43,5.24,16.33,8.93,2.64,21.71,15.59,3784570.00,1895920000.00,0.47,30.73
ECOR3,8.26,12.25,2.27,0.799,0.09,0.269,-2.85,2.53,-0.36,7.88,6.04,31.63,6.56,0.59,12.03,18.52,41357000.00,2536550000.00,5.67,18.15
ALUP4,9.63,12.26,1.23,2.475,5.19,0.308,2.95,3.28,-0.72,6.60,6.26,75.56,36.89,2.15,10.51,10.00,299637.00,7183090000.00,1.64,6.51
ALUP3,9.65,12.28,1.23,2.480,5.18,0.308,2.95,3.28,-0.72,6.60,6.26,75.56,36.89,2.15,10.51,10.00,203415.00,7183090000.00,1.64,6.51
CYRE3,24.97,12.31,1.38,1.827,2.05,0.612,1.86,15.27,55.81,18.15,16.73,11.96,16.09,2.65,4.93,11.23,142077000.00,7222280000.00,0.65,12.06
CRPG5,42.15,12.36,1.46,1.588,22.83,1.104,2.39,19.00,3.04,16.91,12.33,8.36,12.85,4.17,7.03,11.82,306414.00,837085000.00,0.01,8.78
AMPI3,55.00,12.41,2.74,0.247,0.00,0.177,5.68,0.98,-0.68,1.99,1.73,25.18,15.11,1.12,21.22,22.09,0.00,240799000.00,4.48,14.12
SANB4,14.57,12.46,1.30,0.000,7.83,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.44,2343350.00,83990900000.00,0.00,-5.88
JOPA4,33.80,12.58,0.63,0.159,2.67,0.148,0.48,3.33,2.78,9.39,8.20,4.77,1.57,1.71,6.66,5.00,78.60,568588000.00,2.24,20.30
TMGC7,800.01,12.68,1.63,1.164,0.00,1.120,6.77,17.85,11.96,16.52,16.52,6.52,9.18,1.69,8.73,12.83,0.00,1167010000.00,0.05,10.49
SBSP3,53.77,12.70,1.31,1.606,2.37,0.646,153.16,7.57,-1.64,10.82,7.13,21.23,12.64,1.04,8.97,10.30,144328000.00,28080700000.00,0.65,7.94
RDNI3,5.93,12.86,0.41,0.390,2.43,0.115,1.01,8.32,-0.30,28.85,25.14,4.69,4.67,1.54,1.45,3.15,92872.60,640766000.00,1.08,32.98
AVIL3,0.93,12.97,4.16,2.338,0.00,2.227,3.89,10.00,9.02,9.40,9.40,23.38,18.01,5.14,40.99,32.03,0.00,1106590000.00,0.52,1.74
DXTG4,3.68,13.02,1.32,0.675,0.00,0.689,2.44,6.26,7.48,6.33,6.33,10.78,6.60,2.77,12.31,10.10,0.00,768999000.00,0.04,8.30
MILS3,12.80,13.02,2.45,2.668,2.17,1.194,6.08,8.30,-7.75,9.45,6.40,32.13,20.48,2.22,19.90,18.79,10161700.00,1288210000.00,0.76,38.70
SFSA4,4.40,13.10,0.82,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,739524000.00,0.00,0.15
FIQE3,4.48,13.12,1.58,2.224,2.82,0.850,5.94,9.46,-6.40,8.70,4.26,23.51,16.94,1.76,12.45,12.07,957840.00,1023520000.00,0.34,39.71
CURY3,17.81,13.16,5.39,2.055,1.52,1.833,3.72,9.35,11.43,8.75,8.54,21.98,16.22,2.77,29.54,40.92,30654600.00,964959000.00,0.52,31.56
GETI3,14.45,13.19,3.44,1.916,0.00,1.314,-15.63,6.98,-3.19,8.20,6.76,27.43,14.52,0.71,22.70,26.09,0.00,1601130000.00,0.86,13.39
CRPG3,45.00,13.20,1.56,1.696,21.39,1.179,2.55,20.28,3.24,18.19,13.27,8.36,12.85,4.17,7.03,11.82,938.44,837085000.00,0.01,8.78
