papel,cotação,p_l,p_vp,psr,div_yield,p_ativo,p_cap_giro,p_ebit,p_ativ_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg__líq_,liq__corr_,roic,roe,liq_2meses,patrim__líq,dív_brut__patrim_,cresc__rec_5a
BIOM3,6.03,-5.30,3.47,4.307,0.00,1.304,5.05,-7.39,-6.24,-8.89,-8.88,-58.26,-81.33,2.64,-23.61,-65.57,132432.00,141168000.00,1.17,146.68
BRKM6,22.00,-5.16,2.42,0.215,0.00,0.199,1.56,-11.80,-0.37,-26.56,10.80,-1.82,-4.76,1.49,-2.46,-47.00,1430.77,7232560000.00,5.19,15.94
TLCP3,48.00,-5.02,1.76,0.824,0.00,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-3.10,-16.40,0.61,-2.52,-35.04,0.00,262979000.00,1.21,9.09
GPAR3,44.51,-4.99,4.90,-8161.350,15.86,4.689,14.43,-105108.00,16.16,-98920.60,29146.20,7.76,163521.00,42.71,-0.01,-98.11,402.14,708347000.00,0.00,12.27
NORD3,5.81,-4.94,-0.25,21.660,0.00,2.107,-0.24,-110.86,-0.22,-220.19,-220.19,-19.54,-438.85,0.01,-1.94,5.00,1285.00,-155899000.00,-0.24,13.22
LFFE4,3.89,-4.91,4.08,0.000,0.00,3.599,0.00,-26.50,0.00,-23.11,10.90,0.00,0.00,0.00,0.00,-83.10,0.00,51892000.00,0.00,0.00
CGOS3,26.20,-4.85,1.89,0.509,0.00,0.167,-0.83,-256.60,-0.25,-570.29,-570.29,-0.20,-10.48,0.54,-0.08,-39.02,0.00,453387000.00,2.48,8.97
TCNO4,0.85,-4.82,-5.95,0.000,0.00,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.00,0.00,0.28,-1.59,123.36,0.00,-946000.00,-35.76,-32.39
KRSA3,1.38,-4.80,1.02,0.492,0.00,0.224,1.54,4.67,-0.47,14.52,8.46,10.54,-9.75,2.02,5.41,-21.17,1593440.00,1050430000.00,2.32,24.84
MBLY3,3.75,-4.62,0.75,0.633,0.00,0.468,1.20,-4.39,2.30,-4.09,-17.82,-14.43,-13.71,3.05,-16.10,-16.25,9678660.00,531983000.00,0.33,-2.11
IRBR3,38.86,-4.55,0.78,0.458,0.00,0.150,0.00,-1.88,0.00,0.00,0.00,-24.41,-10.06,0.00,0.00,-17.13,121536000.00,4098740000.00,0.00,-65.95
VIIA3,1.83,-4.45,0.58,0.095,0.00,0.085,-0.80,1.38,-0.21,5.25,3.42,6.86,-2.13,0.80,8.47,-12.97,131587000.00,5064000000.00,1.82,4.86
PRML3,11.52,-4.41,1.98,18.612,0.00,0.581,23.00,-30.33,-0.93,-63.15,1640.31,-61.36,-424.99,2.02,-1.96,-44.84,0.00,2192720000.00,2.18,32.85
TPIS3,3.87,-4.14,0.20,0.149,4.74,0.059,-0.44,1.13,-0.09,11.66,4.95,13.17,-3.81,0.29,5.51,-4.95,552053.00,831155000.00,1.98,0.51
ADHM3,1.56,-4.09,-1.29,770.924,0.00,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-13548.50,-18860.60,0.00,521.70,31.47,2064.00,-19776000.00,0.00,43.48
BUET4,18.49,-4.04,-0.72,1.451,0.00,0.423,-0.50,-9.72,-0.29,-19.18,-30.83,-14.93,-35.93,0.11,-5.95,17.79,0.00,-124674000.00,-0.70,4.55
PMET5,0.65,-3.95,-0.16,4.518,0.00,30.248,-0.22,89.99,-0.16,503.88,503.88,5.02,-114.49,0.01,38.97,4.10,0.00,-290863000.00,-0.74,37.74
LFFE3,3.11,-3.92,3.26,0.000,0.00,2.877,0.00,-21.18,0.00,-17.80,8.39,0.00,0.00,0.00,0.00,-83.10,0.00,51892000.00,0.00,0.00
ARTR3,10.01,-3.87,1.17,1.093,0.00,0.313,-16.11,5.36,-0.50,14.64,7.40,20.38,-28.23,0.84,6.46,-30.23,0.00,4918700000.00,2.33,11.63
FBMC3,80.00,-3.78,-0.92,3.858,0.00,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-135.59,-101.97,0.31,-64.70,24.19,0.00,-63552000.00,-0.15,-31.66
TRAD3,1.52,-3.73,0.85,6.038,0.00,0.757,3.21,-4.88,3.23,-3.00,-3.88,-123.65,-161.67,3.16,-22.05,-22.86,9371970.00,499852000.00,0.01,-31.25
WEST3,1.95,-3.73,0.73,0.908,0.00,0.544,1.24,-2.58,1.51,-1.14,-1.54,-35.21,-24.37,3.51,-38.85,-19.57,2161340.00,295503000.00,0.10,874.27
SEER3,6.69,-3.71,0.71,0.500,0.00,0.256,4.94,4.60,-0.60,7.29,3.31,10.88,-13.49,1.32,6.02,-19.20,8140810.00,1209180000.00,0.61,8.17
TLCP4,34.11,-3.57,1.25,0.586,0.00,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-3.10,-16.40,0.61,-2.52,-35.04,0.00,262979000.00,1.21,9.09
TEND3,13.98,-3.49,2.12,0.568,0.00,0.339,2.33,-32.51,-1.05,-46.50,183.21,-1.75,-16.60,1.39,-1.30,-60.77,37628400.00,687819000.00,1.98,9.40
BECE3,9.10,-3.42,8.72,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-255.20,0.00,96496000.00,0.00,12.81
BECE4,8.75,-3.29,8.38,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-255.20,0.00,96496000.00,0.00,12.81
ESTR3,19.95,-3.14,-0.31,0.929,0.00,0.634,-0.29,19.22,-0.25,28.25,22.71,4.83,-29.57,0.18,3.55,9.74,46.40,-527113000.00,-0.15,10.90
GFSA3,5.67,-3.06,0.20,0.291,0.00,0.067,0.18,-6.19,1.87,-31.80,-71.42,-4.70,-9.51,2.10,-1.18,-6.58,31099400.00,1782470000.00,1.07,16.96
PNOR6,1.87,-2.90,0.55,0.354,0.00,0.205,0.70,8.52,-2.32,4.57,4.57,4.15,-11.74,2.50,3.61,-18.84,0.00,158071000.00,0.42,1.34
PNOR5,1.87,-2.90,0.55,0.354,0.00,0.205,0.70,8.52,-2.32,4.57,4.57,4.15,-11.74,2.50,3.61,-18.84,0.00,158071000.00,0.42,1.34
STRP4,0.21,-2.85,-0.43,0.416,0.00,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,-91.82,-14.58,0.13,-25.49,14.95,0.00,-12498000.00,-0.66,-36.39
CVCB3,2.88,-2.74,2.41,1.045,0.00,0.310,-3.29,-16.14,-0.92,-16.35,9.82,-6.47,-38.14,0.85,-3.06,-88.07,80650100.00,529943000.00,1.49,-9.24
LIXC3,1.75,-2.62,1.52,395.995,0.00,0.069,0.28,-4.21,3.84,-6.37,-6.68,-9413.21,-14386.80,1.34,-1.90,-57.85,0.00,13842000.00,0.79,-75.90
APTI4,3500.00,-2.60,0.33,1.489,0.00,0.138,0.46,8.73,-0.71,7.63,6.00,17.06,-57.32,4.49,1.80,-12.62,0.00,202614000.00,0.25,0.10
PCAR3,19.89,-2.59,0.48,0.841,0.00,0.121,0.50,59.04,-3.11,91.37,10.65,1.42,-29.00,1.60,0.24,-18.46,56856700.00,11220000000.00,0.55,-36.93
BAHI3,10.15,-2.46,4.91,0.744,0.00,0.420,-1.20,-8.19,-0.49,-13.61,-31.21,-9.08,-31.62,0.10,-5.27,-199.55,129448.00,54533000.00,3.31,72.21
BICB4,8.25,-2.43,2.21,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.00,0.00,944626000.00,0.00,-31.19
IFCM3,1.75,-2.38,0.50,0.744,0.00,0.212,3.66,-7.14,-0.80,-12.62,22.40,-10.42,-31.31,1.23,-3.72,-20.86,14212200.00,1367570000.00,0.58,67.36
BICB3,8.00,-2.35,2.14,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.00,0.00,944626000.00,0.00,-31.19
SJOS3,1.19,-2.29,-0.09,4.790,0.00,3.350,-0.10,11.60,-0.09,32.17,32.17,41.29,-209.39,0.01,-3.49,4.12,0.00,-170417000.00,-0.17,0.30
VIVR3,3.01,-2.27,2.12,0.558,0.00,0.203,2.47,-8.90,-0.56,-8.57,-10.09,-6.27,-23.86,1.18,-2.67,-93.31,1832220.00,33313000.00,1.14,7.88
ARLA4,3.38,-2.21,-0.62,2.137,0.00,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-31.72,-96.55,0.10,-13.71,28.00,0.00,-24319000.00,-1.02,-47.46
LIXC4,1.45,-2.17,1.26,328.110,0.00,0.057,0.23,-3.49,3.18,-5.65,-5.92,-9413.21,-14386.80,1.34,-1.90,-57.85,0.00,13842000.00,0.79,-75.90
MMXM3,14.00,-2.17,-0.11,0.000,0.00,0.710,-0.10,4.70,-0.09,18.64,18.64,0.00,0.00,0.01,25.93,4.97,0.00,-842661000.00,-0.32,-28.51
OGXP3,1.63,-2.15,-0.98,0.000,0.00,0.925,0.00,-16.46,0.00,-16.46,-16.46,0.00,0.00,0.00,0.00,45.53,0.00,-53901000.00,0.00,0.00
VTLM3,0.79,-2.07,-0.65,390.404,0.00,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-13548.50,-18860.60,0.00,521.70,31.47,0.00,-19776000.00,0.00,43.48
ARCZ3,3.66,-1.88,1.95,1.096,0.00,0.369,1.53,9.50,-0.84,28.18,28.18,11.54,-58.02,2.86,4.03,-103.98,0.00,1934210000.00,3.92,0.75
ARCZ6,3.63,-1.86,1.94,1.087,0.00,0.366,1.52,9.42,-0.84,28.10,28.10,11.54,-58.02,2.86,4.03,-103.98,0.00,1934210000.00,3.92,0.75
DOTZ3,1.30,-1.83,-0.93,1.265,0.00,0.478,-1.37,-2.87,-0.50,-2.08,-3.41,-44.03,-69.30,0.62,-36.62,50.84,754502.00,-184960000.00,-0.59,2.94
BISA3,1.58,-1.77,1.18,1.692,0.00,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-42.05,-96.36,2.22,-8.50,-66.94,0.00,1788370000.00,0.77,-24.23
AZEV3,2.11,-1.76,2.56,0.419,0.00,0.338,-3.29,-1.62,-0.70,-2.08,-3.29,-25.86,-23.84,0.79,-23.70,-145.28,833633.00,76911000.00,0.78,206.25
AZEV4,2.08,-1.73,2.52,0.413,0.00,0.333,-3.24,-1.60,-0.69,-2.05,-3.25,-25.86,-23.84,0.79,-23.70,-145.28,3180580.00,76911000.00,0.78,206.25
BCAL6,0.28,-1.70,-0.07,1.946,0.00,13.030,-0.09,38.77,-0.07,452.65,452.65,5.02,-114.49,0.01,38.97,4.10,0.00,-290863000.00,-0.74,37.74
DJON4,0.18,-1.70,0.22,-0.956,0.00,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,67.37,56.33,0.24,-12.02,-12.84,0.00,2702000.00,0.09,45.19
SPRI6,11.00,-1.68,1.24,0.000,0.00,1.196,2.33,-3.21,2.47,-2.86,-2.88,0.00,0.00,66.47,-42.86,-73.82,0.00,22420000.00,0.00,-7.33
BLUT4,1.52,-1.66,0.14,0.000,0.00,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.00,0.00,0.00,-0.33,-8.24,10453.20,56569000.00,0.12,0.00
ARLA3,2.47,-1.62,-0.45,1.562,0.00,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-31.72,-96.55,0.10,-13.71,28.00,0.00,-24319000.00,-1.02,-47.46
SPRI3,10.51,-1.61,1.19,0.000,0.00,1.143,2.23,-3.07,2.36,-2.72,-2.74,0.00,0.00,66.47,-42.86,-73.82,0.00,22420000.00,0.00,-7.33
SCLO4,0.41,-1.60,0.00,0.000,0.00,0.021,0.00,-2.79,0.00,-194.50,-194.50,0.00,0.00,0.01,-0.78,0.15,0.00,-161186000.00,-0.17,-73.91
SDIA3,6.42,-1.59,9.41,0.397,0.00,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,-25.09,0.78,5.89,-590.66,0.00,459230000.00,17.27,13.42
SDIA4,6.42,-1.59,9.41,0.397,0.00,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16,-25.09,0.78,5.89,-590.66,0.00,459230000.00,17.27,13.42
JFEN3,3.35,-1.58,-0.11,1.640,0.00,0.060,-0.52,-1.23,-0.07,-11.71,-12.05,-133.04,-108.08,0.88,-5.26,6.94,242631.00,-642034000.00,-0.95,-33.40
DUQE3,28.00,-1.58,-11.29,12.103,0.00,0.428,-0.74,-1.65,-0.57,-2.70,-2.98,-732.92,-767.60,0.33,-28.21,715.74,0.00,-6987000.00,-7.19,-42.70
FHER3,12.70,-1.52,6.73,0.122,0.00,0.255,1.32,-1.65,-1.16,-1.56,-1.73,-7.36,-8.02,1.35,-27.71,-443.86,876060.00,101642000.00,0.31,37.98
AZUL4,17.53,-1.48,-0.31,0.354,0.00,0.351,-0.51,2.99,-0.18,14.13,6.89,11.82,-23.94,0.25,14.33,20.92,240900000.00,-19726800000.00,-1.17,12.34
SEQL3,1.14,-1.43,0.57,0.142,0.00,0.121,2.92,-5.92,-0.25,-28.25,9.44,-2.40,-9.94,1.15,-2.31,-40.02,13913500.00,411770000.00,2.32,19.57
SPRI5,8.52,-1.30,0.96,0.000,0.00,0.927,1.81,-2.49,1.91,-2.14,-2.15,0.00,0.00,66.47,-42.86,-73.82,0.00,22420000.00,0.00,-7.33
IDVL4,2.67,-1.26,1.16,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.76,0.00,237683000.00,0.00,0.00
PMET6,0.20,-1.21,-0.05,1.390,0.00,9.307,-0.07,27.69,-0.05,441.57,441.57,5.02,-114.49,0.01,38.97,4.10,0.00,-290863000.00,-0.74,37.74
LIGH3,16.66,-1.15,5.48,0.534,0.00,0.325,-3.99,-3.31,-0.41,-7.56,-11.08,-16.15,-46.37,0.63,-10.83,-475.39,0.00,1195040000.00,7.34,4.34
ESTR4,6.90,-1.09,-0.11,0.321,0.00,0.219,-0.10,6.65,-0.08,15.68,12.60,4.83,-29.57,0.18,3.55,9.74,12475.40,-527113000.00,-0.15,10.90
LGLO4,100.00,-1.05,0.65,0.225,0.00,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,-18.10,-21.47,0.14,-18.37,-62.51,0.00,5191000.00,0.49,-11.42
IDVL3,2.16,-1.02,0.93,0.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-91.76,0.00,237683000.00,0.00,0.00
CTNM3,9.75,-0.98,0.59,0.168,0.00,0.079,-12.61,-2.35,-0.20,-10.83,-78.92,-7.12,-29.95,0.98,-4.02,-60.74,17374.90,504079000.00,2.75,-1.10
PLAS3,9.18,-0.96,-0.25,0.130,0.00,0.161,-0.28,-28.96,-0.12,-104.59,8.42,-0.45,-13.45,0.35,-0.66,26.30,3378.02,-449863000.00,-0.69,26.48
FRIO3,50.50,-0.88,-0.48,0.106,0.00,0.118,-0.35,3.05,-0.25,23.72,13.12,3.47,-11.22,0.68,5.37,55.11,6021.56,-427892000.00,-3.62,12.65
FRTA3,3.17,-0.87,-0.09,1.310,0.00,0.196,-0.07,-1.35,-0.07,-14.24,-15.60,-97.40,-150.68,0.06,-19.66,10.56,56716.10,-70878000.00,-0.89,3.10
DHBI3,19.00,-0.83,-0.17,0.869,0.00,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-23.58,-154.81,0.12,-10.50,21.03,0.00,-456340000.00,-0.99,-23.62
LETO5,2.06,-0.83,-0.14,0.000,0.00,0.248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.05,0.00,-58642000.00,0.00,-17.38
IENG3,0.15,-0.81,0.99,1.717,0.00,0.110,-1.17,3.88,-0.30,25.11,25.11,44.29,-224.61,0.85,2.84,-122.41,0.00,52234000.00,5.45,8.13
LATM11,28.65,-0.68,0.02,0.006,0.00,0.003,-0.02,0.05,0.00,7.74,7.74,11.46,-0.39,0.49,6.55,-2.37,0.00,11357000000.00,2.92,16.69
CELM3,15.00,-0.67,-0.16,0.257,0.00,0.132,-0.21,-1.02,-0.10,-4.26,-4.26,-25.14,-38.36,0.44,-15.60,23.41,0.00,-11104000.00,-0.66,5.80
IENG5,0.12,-0.65,0.79,1.374,0.00,0.088,-0.93,3.10,-0.24,24.33,24.33,44.29,-224.61,0.85,2.84,-122.41,0.00,52234000.00,5.45,8.13
INEP3,4.46,-0.52,-0.11,20.768,0.00,0.147,-0.16,-3.02,-0.07,-16.69,-18.15,-687.87,-3865.39,0.08,-5.12,21.95,814894.00,-1690170000.00,-0.52,-21.19
AVLL3,6.71,-0.50,-0.42,0.577,0.00,0.110,-0.31,-4.44,-0.13,-25.57,-29.06,-12.99,-114.98,0.52,-2.78,84.62,77139.90,-452569000.00,-2.35,13.06
LIGT3,7.32,-0.50,0.92,0.205,0.00,0.114,-14.72,-2.02,-0.17,-8.47,-18.76,-10.16,-40.97,0.96,-6.55,-184.92,47761400.00,2952140000.00,3.51,2.77
AMAR3,0.86,-0.50,0.80,0.108,0.00,0.101,-21.44,2.60,-0.26,13.36,4.05,4.15,-21.67,0.99,5.32,-160.50,6805240.00,368340000.00,3.85,-0.92
BAHI11,2.00,-0.49,0.97,0.147,0.00,0.083,-0.24,-1.61,-0.10,-7.03,-16.13,-9.08,-31.62,0.10,-5.27,-199.55,0.00,54533000.00,3.31,72.21
REEM4,4.63,-0.48,-0.08,0.197,0.00,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,-4.54,-40.65,0.45,4.61,15.78,0.00,-372708000.00,0.00,-13.59
CCXC3,1.16,-0.48,-0.04,0.000,0.00,0.185,0.00,-0.65,0.00,-0.52,-0.52,0.00,0.00,0.00,0.00,7.85,0.00,-52699000.00,0.00,0.00
INEP4,3.55,-0.42,-0.09,16.531,0.00,0.117,-0.13,-2.40,-0.05,-16.07,-17.48,-687.87,-3865.39,0.08,-5.12,21.95,357235.00,-1690170000.00,-0.52,-21.19
DOCA3,11.00,-0.40,-0.03,-3.064,0.00,0.030,-0.32,-0.26,-0.02,-6.86,-6.76,1165.92,636.17,0.61,-12.48,8.24,0.00,-390317000.00,-0.82,-38.80
FGUI4,0.38,-0.39,-0.07,0.507,0.00,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-27.72,-129.00,0.04,-60.74,17.32,0.00,-222024000.00,-0.46,2.13
WISA4,0.25,-0.35,-0.01,0.219,0.00,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-71.41,-62.75,0.18,-9.78,2.39,0.00,-205386000.00,-0.52,-48.66
LETO3,0.80,-0.32,-0.05,0.000,0.00,0.096,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.05,0.00,-58642000.00,0.00,-17.38
GPIV33,3.21,-0.29,0.22,-0.231,0.00,0.100,0.63,-0.21,-3.01,0.12,0.12,109.10,116.09,3.18,-60.91,-76.04,86961.20,1139420000.00,0.14,338.85
SGPS3,2.64,-0.29,0.22,0.091,0.00,0.045,1.91,-1.08,-0.11,-7.62,-42.04,-8.47,-31.40,1.07,-5.05,-75.00,1372500.00,605751000.00,1.75,0.03
WISA3,0.20,-0.28,-0.01,0.175,0.00,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-71.41,-62.75,0.18,-9.78,2.39,0.00,-205386000.00,-0.52,-48.66
CTNM4,2.77,-0.28,0.17,0.048,0.00,0.023,-3.58,-0.67,-0.06,-9.15,-66.64,-7.12,-29.95,0.98,-4.02,-60.74,184374.00,504079000.00,2.75,-1.10
RPMG3,2.75,-0.20,-0.04,0.037,0.00,0.037,-0.04,-0.19,-0.04,-0.19,-0.19,-19.51,-18.79,0.52,-20.34,20.85,177493.00,-4490010000.00,0.00,50.28
DOCA4,5.00,-0.18,-0.01,-1.393,0.00,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,1165.92,636.17,0.61,-12.48,8.24,0.00,-390317000.00,-0.82,-38.80
SJOS4,0.09,-0.17,-0.01,0.362,0.00,0.253,-0.01,0.88,-0.01,21.45,21.45,41.29,-209.39,0.01,-3.49,4.12,0.00,-170417000.00,-0.17,0.30
DUQE4,2.95,-0.17,-1.19,1.275,0.00,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-732.92,-767.60,0.33,-28.21,715.74,0.00,-6987000.00,-7.19,-42.70
RCTB33,57.00,-0.15,0.00,0.013,0.00,0.001,0.00,-0.02,-0.01,3.78,28.47,-74.52,-8.86,5.06,-10.02,-1.97,0.00,1681100000.00,0.08,109.77
FTRX3,0.13,-0.15,-0.02,0.206,0.00,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-106.22,-138.83,0.06,-11.99,13.50,0.00,-154535000.00,-0.16,-31.25
ATMP3,2.07,-0.13,-0.16,0.104,0.00,0.033,-0.06,-0.29,-0.03,-1.73,-3.66,-36.21,-80.45,0.30,-15.20,121.86,746189.00,-352113000.00,-1.09,-14.32
FTRX4,0.11,-0.13,-0.02,0.174,0.00,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-106.22,-138.83,0.06,-11.99,13.50,0.00,-154535000.00,-0.16,-31.25
NEXP3,6.85,-0.12,-0.17,0.142,0.00,0.139,-0.42,-0.42,-0.09,-1.55,-2.19,-33.49,-116.43,0.51,-36.03,141.98,80945.20,-106871000.00,-0.50,0.68
GSHP3,15.10,-0.11,-0.04,0.190,0.00,0.019,-1.10,0.60,-0.01,35.76,33.90,31.63,-166.90,0.91,3.51,31.34,1303.05,-817079000.00,-2.25,-3.80
SNSY5,4.20,-0.11,-0.02,0.038,0.00,0.066,7.72,1.54,-0.02,7.46,4.20,2.44,-34.58,1.02,4.84,16.03,76234.90,-1863700000.00,-0.07,21.43
RCTB31,41.00,-0.11,0.00,0.009,0.00,0.001,0.00,-0.01,0.00,3.78,28.51,-74.52,-8.86,5.06,-10.02,-1.97,0.00,1681100000.00,0.08,109.77
FBMC4,1.96,-0.09,-0.02,0.095,0.00,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-135.59,-101.97,0.31,-64.70,24.19,0.00,-63552000.00,-0.15,-31.66
MEND6,9.50,-0.09,-0.01,65.684,0.00,0.103,-0.04,-0.10,-0.01,-12.30,-12.31,-66767.20,-73600.00,0.00,-105.40,7.35,0.00,-14931200000.00,-0.81,-15.13
RCTB41,33.51,-0.09,0.00,0.008,0.00,0.001,0.00,-0.01,0.00,3.78,28.53,-74.52,-8.86,5.06,-10.02,-1.97,0.00,1681100000.00,0.08,109.77
PMAM4,5.84,-0.08,-0.08,0.155,0.00,0.117,-0.08,-0.40,-0.06,-5.67,-6.73,-39.17,-186.50,0.20,-38.58,101.77,0.00,-2996500000.00,-1.14,-21.31
OIBR4,2.60,-0.08,-0.07,0.163,0.00,0.060,-1.17,-0.41,-0.04,-5.36,-33.75,-40.16,-211.86,0.85,-18.27,96.43,344606.00,-23144600000.00,-0.98,-18.45
PMAM3,5.35,-0.08,-0.08,0.142,0.00,0.107,-0.08,-0.36,-0.05,-5.64,-6.69,-39.17,-186.50,0.20,-38.58,101.77,263663.00,-2996500000.00,-1.14,-21.31
TENE7,9.80,-0.08,-0.01,0.000,0.00,0.075,-2.95,-0.89,-0.01,-1.21,-1.95,0.00,0.00,0.00,-8.49,14.46,0.00,-108962000.00,0.00,0.00
VPTA4,10.50,-0.07,-0.01,0.260,0.00,0.054,-0.02,-0.13,-0.01,-6.89,-6.89,-193.57,-396.38,0.23,-45.00,10.11,0.00,-867658000.00,-0.34,-58.91
MEND5,6.50,-0.06,0.00,44.942,0.00,0.071,-0.03,-0.07,0.00,-12.27,-12.28,-66767.20,-73600.00,0.00,-105.40,7.35,0.00,-14931200000.00,-0.81,-15.13
PDGR3,6.00,-0.06,0.00,0.164,0.00,0.017,-0.01,-0.28,0.00,-18.38,-18.58,-58.37,-287.22,0.25,-8.72,6.64,708576.00,-5025040000.00,-0.27,-11.73
TEKA4,18.00,-0.06,0.00,0.034,0.00,0.008,0.00,-2.88,0.00,-164.99,374.74,-1.16,-58.02,0.04,-0.47,8.03,24216.00,-1953220000.00,-0.26,18.84
RCTB42,20.00,-0.05,0.00,0.005,0.00,0.000,0.00,-0.01,0.00,3.79,28.56,-74.52,-8.86,5.06,-10.02,-1.97,0.00,1681100000.00,0.08,109.77
VPSC4,9.99,-0.05,4.30,0.029,0.00,0.033,-0.06,-0.13,-0.06,-0.20,-0.20,-22.82,-55.90,0.43,-28.56,-8246.83,0.00,1232000.00,6.15,-10.02
OSXB3,4.58,-0.05,0.00,0.402,0.00,0.005,-0.02,-0.73,0.00,-280.65,-714.65,-54.92,-993.55,0.03,-0.78,4.96,66346.10,-5820970000.00,-0.95,41.96
VAGV3,1.14,-0.05,-0.01,0.014,0.00,0.037,-0.08,-0.27,-0.01,-8.90,-8.90,-5.08,-29.29,0.52,-15.14,20.73,0.00,-8194580000.00,-0.31,1.06
DHBI4,1.01,-0.04,-0.01,0.046,0.00,0.018,-0.01,-0.20,-0.01,-21.09,-51.10,-23.58,-154.81,0.12,-10.50,21.03,0.00,-456340000.00,-0.99,-23.62
VAGV4,1.02,-0.04,-0.01,0.012,0.00,0.033,-0.07,-0.24,-0.01,-8.87,-8.87,-5.08,-29.29,0.52,-15.14,20.73,0.00,-8194580000.00,-0.31,1.06
GAFP3,0.12,-0.04,-0.01,0.372,0.00,0.015,-0.09,-0.48,-0.01,-46.92,-46.92,-77.57,-981.28,0.51,-3.21,38.79,0.00,-80712500.00,-1.43,-58.09
ARTE3,7.70,-0.04,-0.04,0.000,0.00,0.103,0.00,-0.52,0.00,-15.85,-15.85,0.00,0.00,0.00,0.00,102.90,0.00,-33570000.00,0.00,-64.35
TROR3,2.63,-0.03,-0.01,0.598,0.00,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-9.11,-1745.52,0.01,-9.77,21.14,0.00,-1959650000.00,-0.80,6.34
VPSC3,6.03,-0.03,2.59,0.017,0.00,0.020,-0.03,-0.08,-0.04,-0.15,-0.15,-22.82,-55.90,0.43,-28.56,-8246.83,0.00,1232000.00,6.15,-10.02
VPTA3,5.00,-0.03,0.00,0.124,0.00,0.026,-0.01,-0.06,0.00,-6.82,-6.82,-193.57,-396.38,0.23,-45.00,10.11,0.00,-867658000.00,-0.34,-58.91
ARTE4,6.81,-0.03,-0.03,0.000,0.00,0.091,0.00,-0.46,0.00,-15.79,-15.79,0.00,0.00,0.00,0.00,102.90,0.00,-33570000.00,0.00,-64.35
OIBR3,1.01,-0.03,-0.03,0.063,0.00,0.023,-0.46,-0.16,-0.02,-5.11,-32.19,-40.16,-211.86,0.85,-18.27,96.43,10508300.00,-23144600000.00,-0.98,-18.45
TEKA3,8.23,-0.03,0.00,0.015,0.00,0.004,0.00,-1.32,0.00,-163.42,371.18,-1.16,-58.02,0.04,-0.47,8.03,0.00,-1953220000.00,-0.26,18.84
TROR4,1.56,-0.02,0.00,0.355,0.00,0.316,0.00,-3.90,0.00,-726.24,-726.24,-9.11,-1745.52,0.01,-9.77,21.14,0.00,-1959650000.00,-0.80,6.34
RPMG4,0.26,-0.02,0.00,0.004,0.00,0.003,0.00,-0.02,0.00,-0.02,-0.02,-19.51,-18.79,0.52,-20.34,20.85,0.00,-4490010000.00,0.00,50.28
GAFP4,0.05,-0.02,-0.01,0.155,0.00,0.006,-0.04,-0.20,0.00,-46.65,-46.65,-77.57,-981.28,0.51,-3.21,38.79,0.00,-80712500.00,-1.43,-58.09
MILK33,0.30,-0.02,-0.02,0.077,0.00,0.029,-0.08,-0.04,-0.02,-0.11,-0.12,-176.80,-508.08,0.50,-70.91,165.12,0.00,-516285000.00,-0.04,-42.04
SCAR4,10.00,-0.01,0.00,0.001,0.00,0.000,0.00,0.00,0.00,9.13,6.96,36.03,-8.81,2.83,5.66,-3.04,0.00,1492900000.00,1.32,13.04
